system_id,cti_modality_ind1,cti_modality_ind2,cti_modality_ind3,cti_modality_ind4,semantic_enrichment_ind1,semantic_enrichment_ind2,semantic_enrichment_ind3,semantic_enrichment_ind4,fusion_strategy_ind1,fusion_strategy_ind2,fusion_strategy_ind3,fusion_strategy_ind4,regulatory_traceability_ind1,regulatory_traceability_ind2,regulatory_traceability_ind3,regulatory_traceability_ind4,explainability_ind1,explainability_ind2,explainability_ind3,explainability_ind4,CDI,risk_class
sys_01,0.36903338128839996,0.9596728095627833,0.7354613230244281,0.5987783890193294,0.1503081343245947,0.1502834414425961,0.05004746079114231,0.8773296204479906,0.5992557966777948,0.7067880051273826,0.01560630915427096,0.9700320317639105,0.8343338124207755,0.2086710944585436,0.17788339367460418,0.17947709681808963,0.3001146121024133,0.5260692262631724,0.4309680124223501,0.2867804560047648,0.4434163031543741,high
sys_02,0.6123040541000129,0.128086128608072,0.28456931724651624,0.3606497846234312,0.45748474264924427,0.79440593945691,0.19499994673088333,0.517030417534074,0.5905086096200869,0.04161119533835436,0.6057201819261532,0.16635150725100656,0.06006315374329112,0.9518206118714622,0.9687172389391837,0.8100729552508755,0.30049530444154365,0.08844807914281966,0.6894803549558856,0.4393779786020727,0.4654050652749635,medium
sys_03,0.1101922675682557,0.4926988403788158,0.020342048792149073,0.9172396834076286,0.2555097303134141,0.6688396279135782,0.30969776985233255,0.5230025293244945,0.544558768305036,0.18075883052180416,0.9697050600592564,0.7742085399329454,0.9423498659621046,0.8972777969147312,0.5976884907122534,0.9245671550725183,0.07904199198896716,0.18918430550162282,0.03470935924190203,0.3217229755903142,0.48635027680160653,medium
sys_04,0.3835254753180379,0.26325161253211155,0.8346337027260577,0.3508000397480878,0.27819035793967073,0.546167935766841,0.1348552745250856,0.8118311538611349,0.06986239817102897,0.9871003276318968,0.7713049694504284,0.1946945276354818,0.0,0.8172003646103085,0.707622651443981,0.7299710473714801,0.7786650201959306,0.06423769089765313,0.3556758747925682,0.10709397140191311,0.45669298601714975,high
sys_05,0.8698623989154135,0.6240366264591943,0.3242956231552558,0.05024420615395443,0.3089517098813495,0.323489938757449,0.7375165508962013,0.6432819800525453,0.8868906220037864,0.46966317886730097,0.1151480026040237,0.711988002871992,0.7620338145811537,0.5607373886173574,0.7723072280644089,0.49265081924383164,0.5239956986211606,0.42645535865241946,0.014412499132843436,0.09891951835880125,0.4811138883124141,medium
sys_06,0.01730841725626525,0.6374781036200238,0.3073382802380565,0.506428881318862,0.9197028371747514,0.24579667393478644,0.41071275915642064,0.7640776213404384,0.22493863335864217,0.07230471584481687,0.2862193996536411,0.15699869020931662,0.9324607088197121,0.8097935036937656,0.6335105574708789,0.873701555188116,0.8118661511187316,0.17953927357285396,0.9029460502984239,0.5410148910054187,0.5421063798645128,low
sys_07,0.8128016643343949,0.9036784557402839,0.31107734692240097,0.0979050328645249,0.22393244496132914,0.42783478708066025,0.8280245610898106,0.8717547431491992,0.001900703874578272,0.5084025761182387,0.4145648161870585,0.21821233360016662,0.11536833001576804,0.3350702469252069,0.9457912055731839,0.32052880275307927,0.5199562306336838,0.7087297652945369,0.3609671493676429,0.9841236903304968,0.5046207490712347,medium
sys_08,0.9717003626677256,0.24319364051027062,0.4948224449660843,0.2935222429718077,0.28218909733598624,0.028347442643089076,0.6146240947481717,0.5052005980119153,0.04666654922229602,0.27505474808824915,0.9080568759408792,0.23576018794299045,0.14062222265651245,0.48826904991377496,0.9889151238185923,0.23865365874205233,0.6770844123626669,0.7687761903962834,0.2318666723802636,0.7345488135179674,0.4692576996485407,medium
sys_09,0.36210675647646995,0.6332704746899437,0.6345250811924624,0.5343158487776936,0.08301841243628964,0.845722819320753,0.31898211836003065,0.1815322791326259,0.035905433095724575,0.5889788088292149,0.676115880111519,0.011588171220607206,0.5111123167356116,0.22295467255542434,0.6453850999938091,0.17035799016232686,0.6963504821325818,0.3846429476645541,0.94820680707049,0.12928004144487978,0.43670727376324536,high
sys_10,0.3347192320247721,0.1014125310654585,0.9329988545454214,0.8844557289608084,0.2546514681917122,0.6662411145112106,0.8272131744548645,0.5589696117142694,0.5274074120209479,0.23806289362739064,0.08851419581691002,0.8969473797848363,0.9029186239728957,0.6332055481407122,0.33649754854344577,0.34676859320535897,0.7322323695635566,0.9076095984080321,0.8973384592182879,0.7874825229168053,0.6079102482842323,low
sys_11,0.6432404633952347,0.07134253615052774,0.15077669244184072,0.9062031768196495,0.6114143676402581,0.0,0.09446571676801632,0.6698423723135104,0.0,0.15658323421354323,0.5465931498794872,0.690523710102358,0.6522344272711214,0.22070824669743347,0.7129922392297582,0.2338043876000678,0.3217940543870738,0.7532747438831354,0.6540265889269878,0.8585413064406295,0.4618184030827946,medium
sys_12,0.659212887211096,0.5676665539749588,0.08111671662508511,0.36203773646023135,0.26208462762636414,0.24036816862757923,0.9867010066555875,0.393017092333623,0.8917504048445559,0.6294407164129923,0.7939927451166995,0.5002487935693513,0.5765041679079321,0.4913614603850493,0.19142170594795876,0.7233572289699163,0.2760656933960116,0.013282122152111775,0.6497633372838898,0.1698465165977138,0.4579626558843326,high
sys_13,0.9491596107020118,0.9629677765817083,0.9229228571023863,0.3645419642342816,0.006408209658856247,0.9409477219019508,0.4289367068890413,0.9801943424498231,0.9637083635803079,0.852503573618209,0.2909420763666949,0.38207793468356077,0.8531954339074496,0.31419156778752927,0.16544061559823406,0.556221327038881,0.9476174010628696,0.7015681696517398,0.5724917025643611,0.08794023119079991,0.6015128283864655,low
sys_14,0.6155375777037698,0.9999999989748943,0.12869109942053872,0.5164328478060339,0.8887924379647488,0.7489440627258271,0.7041521943802795,0.7097503931160649,0.3563337828824644,0.29008042396911765,0.8086207678842775,0.8093770485805878,0.8692739430107825,0.9158560722037588,0.5103549276841974,0.5004407331252501,0.8063565968129686,0.6543657877214134,0.7076517271787492,0.8037923465085296,0.6757155365315439,low
sys_15,0.8974397055605975,0.3315709334289482,0.3701023961251132,0.08143160039795201,0.582597001737941,0.02738033609457078,0.4672390370487417,0.546115265579192,0.2829919516780661,0.5889188055579287,0.025575338388145644,0.03246006857376821,0.8244034986712969,0.3578481045540282,0.1226279793440548,0.5213535143900982,0.777356726139545,0.2095119087400789,0.6266243888299063,0.07581936201094486,0.3968050079475011,high
sys_16,0.03806940627023721,0.5297848278784559,0.5392983108681697,0.6385231888428452,0.7339182399066042,0.9896100085348509,0.5191453862070655,0.3212102090927523,0.794369650491993,0.2671985523140081,0.43624106968219517,0.07378911987920021,0.020006388637677563,0.9657068725975623,0.8379030054082354,0.6966419470675147,0.40740868822566806,0.16593600178458082,0.14866282932529248,0.2447830201013878,0.46601704187561516,medium
sys_17,0.5481055504352381,0.7176265149353992,0.6618622568489962,0.27205200652143785,0.9681248400510996,0.7460041679059749,0.5581027447925393,0.6168317149312392,0.41676563645051534,0.24397317624387346,0.3527964068966225,0.7568289520905788,0.008950902775056554,0.11154160163953122,0.04084343017258055,0.03552231083966827,0.8649323606577378,0.7093844284407471,0.4742386728186188,0.08861412372834501,0.4398481775705873,high
sys_18,0.4890484032044648,0.47044877891886655,0.16264040012207576,0.42983396756281655,0.3985525013384091,0.6210591257137872,0.6407596516691042,0.03696438350708464,0.3715364881713128,0.6241336456236385,0.500750640870839,0.8560026581303471,0.6590271546658768,0.15882350108461393,0.06562976908915173,0.6426069027327552,0.015531628790885767,0.588593812533968,0.9517934163965979,0.5780382576101516,0.4599184284277329,high
sys_19,0.38300537413341074,0.644528582776195,0.45484781839870386,0.5444050466941373,0.9544061496019444,0.3858558944152958,0.974600328557702,0.9174343862469587,0.19175426841122822,0.06464517499763017,0.09623066550457149,0.013230946788362388,0.0897180132155304,0.6835582621991196,0.06625522752165769,0.3162636035408824,0.8540859325875679,0.012212333607335868,0.8229289208055722,0.2771748105119441,0.43862502960454397,high
sys_20,0.10622161585020976,0.6993194014786225,0.629823060904505,0.8845917196291204,0.7431111895257907,0.8131455932097146,0.2793165438163185,0.1722377159476009,0.7495587419214412,0.8060807781978602,0.9907379722760429,0.4097457372275836,0.36978158120563104,0.7778018299226219,0.33828719929408385,0.9335298819826086,0.867957363028032,0.4279442156446359,0.7577624595965571,0.7615248550199242,0.6270698001428474,low
sys_21,0.0908030436724447,0.9103022854822693,0.5030272539775866,0.832296417666904,0.3182343082248876,0.9073736029915686,0.3890285277086589,0.001679558889488631,0.905157472242346,0.08668834762956072,0.3159404107254903,0.9500775115011219,0.9535576556745974,0.5730070989715029,0.6319299691620683,0.4468941843886977,0.2888109774133487,0.32513945041903075,0.6774767679819198,0.7593030139627568,0.5475552216999975,low
sys_22,0.7965423490198817,0.7945322183511301,0.07858607435512249,0.4919232398821887,0.0495101450712443,0.5531629921682364,0.4425999933575877,0.899368879800234,0.34771156787759433,0.11260719524861094,0.13867114426013727,0.7605131614251663,0.6181887255243188,0.09645761179646681,0.0792891956201057,0.7016816516141617,0.06292442535773908,0.8305028591161272,0.71203255656029,0.0717220239425174,0.4295282308646171,high
sys_23,0.07205780270112506,0.9965000097855967,0.36875729665971274,0.3650375483032622,0.822685518053048,0.9603272643077992,0.9999999989762532,0.7618530673309043,0.37319230762516653,0.07886055653442828,0.7762334534539911,0.5563155659609509,0.42245350944027454,0.908908170698338,0.10662273796238748,0.4914698337849442,0.0,0.4685894668879799,0.046058607707147994,0.11011558099346566,0.4652619825667502,medium
sys_24,0.10556700300382665,0.6505993443457657,0.7498650187187261,0.5831048112323224,0.9756056322187757,0.3743571104983437,0.2830813867744092,0.8798101409841131,0.21970835625867594,0.9633087906500645,0.0071309982533366316,0.9700008396215676,0.037975215211096605,0.8935605312423526,0.5268602926833945,0.996295038427959,0.06398348320968054,0.555884967984461,0.9815829689734409,0.5243697188876881,0.5683262625384828,low
sys_25,0.6302902952085825,0.6983061087343914,0.45104280479231434,0.6284035287089151,0.5887744650216143,0.9131421931269561,0.03711013492445038,0.27821971890099134,0.9504289063491634,0.8899580554050541,0.45301604571707504,0.6183755570061279,0.27429626471178403,0.18423603114791684,0.46228380845465605,0.35094838523732463,0.5864220525284568,0.06801871376118955,0.9868008752339065,0.9989083294512434,0.5413240264345052,low
sys_26,0.7007797143868574,0.534645607096902,0.30238869610078456,0.8193160720280994,0.6915759065320488,0.15706312182796978,0.9231433539235702,0.8326544325272051,0.9498140498268812,0.7245297459782426,0.6116220650903684,0.41540131952709425,0.9355187110341623,0.8682564734299368,0.040052429999753274,0.02103173016506413,0.3741175426507277,0.818917176158756,0.9999999989753284,0.14249415132400597,0.5833484907402222,low
sys_27,0.5941369474906409,0.3755435586178098,0.9793549321827749,0.8483510661128446,0.8488208912788796,0.47040767847595155,0.41525469309818747,0.2704841674911215,0.05158960297725976,0.8642794234825705,0.812179639825632,0.9999999989946274,0.9999999989910351,0.5548394921949695,0.770309714827846,0.9476638706952691,0.8589757468695697,0.24181680458297644,0.4500259980138421,0.12071222062066017,0.6218885044826431,low
sys_28,0.9630933010339257,0.6064832372832453,0.21947321771225228,0.6736543628177162,0.6233913667517837,0.3572524904671237,0.10683877131140002,0.6781054694912649,0.5180143388351385,0.7713789874348247,0.5178693643126016,0.8516711701807015,0.5512830251648339,0.5603951214439018,0.8789411226779906,0.401528441336459,0.12568783433082228,0.017859032662969777,0.7621339009203301,0.6239797889730975,0.531939000240247,medium
sys_29,0.7068463451965212,0.20340095080936468,0.12488535396454539,0.0,0.349497445315969,0.5945109022759418,0.3921431405935743,0.4384481069046072,0.9039276180874549,0.34503773362036666,0.511662181738118,0.7827745050558857,0.39452614004436176,0.6220920445143779,0.8645231207963331,0.9524613917841043,0.1390682540585951,0.9378142157269778,0.4926238050990239,0.25298191935092595,0.5075394860502785,medium
sys_30,0.45575284908413993,0.9897271333080239,0.49007578345982233,0.32209532140803976,0.6390266565871515,0.23643286067540062,0.06824938840413879,0.12252475284287138,0.12364500282420314,0.1476300312011677,0.1344842605287122,0.6392291436890427,0.1779390049886924,0.34319454550541034,0.8992564371638465,0.4726390530150936,0.6723936618649129,0.16493751175730242,0.18539932906632525,0.03024315141432662,0.3681345127759111,high
