cti_modality_ind1,cti_modality_ind2,cti_modality_ind3,cti_modality_ind4,semantic_enrichment_ind1,semantic_enrichment_ind2,semantic_enrichment_ind3,semantic_enrichment_ind4,fusion_strategy_ind1,fusion_strategy_ind2,fusion_strategy_ind3,fusion_strategy_ind4,regulatory_traceability_ind1,regulatory_traceability_ind2,regulatory_traceability_ind3,regulatory_traceability_ind4,explainability_ind1,explainability_ind2,explainability_ind3,explainability_ind4
0.730626166100074,0.4031783529449211,0.5553854266388614,0.09914294276948582,0.15114658619434396,0.07941788575270592,0.47129435872197095,0.21797916621574576,0.19138098972200335,0.26465845222234174,0.20678216106200337,0.08597567092877878,0.3814100144641046,0.5012617804770648,0.8898956747329108,0.4528859981240986,0.5709343395140871,0.7648154608230382,0.3915140790192506,0.4305458621696827
0.10658398281578135,0.294510595259851,0.23233045803024904,0.45841764409224384,0.06959601940577248,0.27476335988018363,0.10611249499275072,0.41403023376191184,0.12657073341055014,0.23080312044330942,0.5867331269908261,0.4603205460855798,0.01984092957081912,0.033832492659729874,0.09440732439417088,0.06123668377731328,0.397205720378696,0.2730036833398295,0.04520557194023206,0.025990857222696395
0.5415597091788049,0.6933541918699504,0.7294516702404605,0.5559008049016271,0.4929504634861383,0.18668332411645583,0.07727414805078009,0.4333335436699111,0.3275074090659433,0.29873089883875814,0.3031234420779423,0.24821105278230227,0.3743570972608631,0.23455910588940065,0.04952780440009491,0.38390690737665567,0.3914138179265564,0.08727338419514985,0.12187774063062995,0.28760315586140034
0.4301514381034249,0.3289121778881622,0.6895443876366081,0.33286001776584917,0.9176501631880238,0.8780548159825143,0.9419037395285201,0.6673837440598682,0.864282878621173,0.2634291060262778,0.9709014900239737,0.633386516951181,0.7771188372068373,0.2653069052676573,0.6432380609455359,0.1633488395225708,0.5277324159376543,0.4184963477098264,0.6149276001770964,0.4539025462779039
0.8560598923660258,0.47338654650287526,0.7270648516309087,0.7808696474129111,0.13066593675878774,0.20590603305182775,0.26781302248673483,0.37891292130375404,0.7219289603766792,0.6765036088256644,0.8161246058858544,0.7527534976214525,0.29962624789002057,0.6013581874944405,0.6800095119804643,0.3494055100233143,0.573193639111136,0.6464676513917742,0.46267381514963773,0.6772422106179725
0.9762380699589266,0.7852536919347359,0.5813641992366367,0.8607796447621912,0.9607347483240143,0.9584592374681704,0.7064633713613523,0.805524116250362,0.7529218727597513,0.8174928886800834,0.9582716154808819,0.8512640539327729,0.8436508107992691,0.278299950989241,0.7025568386767491,0.7782174734784313,0.6884696209689226,0.654824567587399,0.8131679178563844,0.9543877902027281
0.08827545558014849,0.23243017313445796,0.18650343677975695,0.3436079186146213,0.4287509586336822,0.19240434537607792,0.2902062564281236,0.03259674944792301,0.7566207142826071,0.5595332951133913,0.8756961232587878,0.1953540312972818,0.25730237669078415,0.017596619134648717,0.07573383686853152,0.13424670065161243,0.4735075847071998,0.7330234980398551,0.568392053727372,0.4630734842278327
0.1769200471413911,0.22691808142895997,0.3316299500028066,0.8258641376613609,0.6235509994913189,0.760539754473667,0.6422516650804295,0.707022348146571,0.47368988692719205,0.3803803104292036,0.16801151583650015,0.6279881186569123,0.738018547435827,0.6766311112096408,0.7193201815454046,0.5225260473473877,0.10794410620136646,0.2124443401544675,0.2262751156707019,0.04716449303008352
0.6991913639725,0.26861782196168976,0.7300829134549048,0.4543975210008817,0.6917359331024019,0.5644774712943356,0.4847102040437361,0.4900800230705666,0.9483803850629227,0.9741968739202806,0.7282344173272383,0.9797170411435772,0.8841845361603078,0.4599910388724896,0.5901435310887105,0.9437152921542789,0.8703765010354252,0.6174617917778448,0.42490371610327776,0.9135508618219857
0.48316876796443825,0.4888467794002849,0.29722140334270997,0.29594973661444735,0.5960133239850705,0.5255342779305143,0.7399284395089835,0.4131580096854134,0.18792081660510274,0.11175526719593454,0.281718024952217,0.053219101231099186,0.2966704848399918,0.3850472455441664,0.21542125996315065,0.26956798600128995,0.6696438652710801,0.5668295416364731,0.12866752478596832,0.23416267451265493
0.7872736277872243,0.5265874388160853,0.8519339299129761,0.5886310314166239,0.0382671222305746,0.1156217359144519,0.33562953296172354,0.09935348958070683,0.04172377416840045,0.41931391744644697,0.4883841316332816,0.43174823938641665,0.3249154301657785,0.528624359501456,0.7458289875157748,0.6970537177404719,0.282011777655377,0.11303452988658763,0.883503093281614,0.4215638130206988
0.11166706639608692,0.0853434938233838,0.06482733040940353,0.18421968532697064,0.08971979669007729,0.15507312888588543,0.07665487851781783,0.017409586342768957,0.03546645445712293,0.5411886263455519,0.12047979071122095,0.04937898891873865,0.00036635708474691553,0.0034058592106443464,0.0002991315751822987,0.01876236397016967,0.431380834192278,0.23412948364718528,0.1773506747788981,0.07712093436989992
0.8271946774402757,0.9668798188772407,0.6611329625014544,0.9394783720329938,0.23774447578688246,0.6747171041634192,0.617906368949457,0.5204925481534618,0.44402682463829435,0.37606542674402266,0.5083997943909037,0.7400536624962177,0.9094543463489175,0.33999884491281585,0.9307803234551193,0.5863481308856935,0.7059510647601521,0.44746486322729795,0.8748807492577508,0.8717892258071331
0.9432944354125272,0.9221853577535108,0.5805654913644364,0.41310000520346507,0.9950171443535585,0.9893569221328828,0.986978686705144,0.98636520405652,0.8061847267435458,0.5063054554806663,0.42918895225226283,0.7075154277692508,0.307954966769624,0.71258598886046,0.6883740242667297,0.5018628963674183,0.19555326985196808,0.21218084186676223,0.6249073557618405,0.2600484885588357
0.09018591699985579,0.11061753609898178,0.07562139796938455,0.14700618895592416,0.3795391051216423,0.15017749123046908,0.134867529913203,0.5929798750987763,0.8947375791232116,0.8621769077374394,0.8395881678349173,0.9551143135843262,0.5179862656383948,0.5552221245242551,0.4356072814728335,0.4387710661818067,0.45734193693006225,0.4352631252503556,0.46991876942778965,0.8887580125802425
0.8865286342197275,0.6990976912316655,0.37200588764868514,0.7913515521497726,0.48221719292934134,0.7072950830667974,0.560991072865556,0.5301604711539436,0.4203334781982031,0.5548580597759742,0.7226305621179923,0.757629132751606,0.8453493043767671,0.7887872199457846,0.5451417437666798,0.6525530080249237,0.88337395559697,0.8049959440864136,0.8902093751001797,0.8567262846950607
0.8621572341851436,0.7645543210851176,0.6734153003144431,0.3921860051651676,0.40603000064532746,0.29547487719854865,0.43556039119662465,0.7077222749492869,0.04306387092834074,0.2855792337863795,0.15072505933945862,0.08452374624488274,0.760946749419765,0.8666513981898998,0.7172525039516169,0.8412825805287687,0.23316656845831002,0.36513407478978643,0.3723522400027236,0.4328988168438702
0.5231005641289956,0.9078191937042684,0.6655664491917583,0.9171803491759332,0.46158872871958273,0.8149718414902675,0.7263540521173042,0.520953495730809,0.795503111875739,0.6713239777405816,0.8935947271095326,0.756727330800049,0.4827969944495605,0.8347073856150842,0.7490372678301519,0.4316535481992245,0.7445271283826337,0.6536246521953225,0.6033239128779936,0.5571347170593287
0.27125906216505363,0.44924575618496415,0.06311278476175664,0.26449206747165577,0.19480734087347956,0.5264874663160682,0.2853122023709243,0.31026690763566406,0.26995444021680215,0.3541685322022914,0.6096845837469413,0.6127860131622287,0.8277241884746805,0.9154896076087597,0.3021101296277838,0.5325013812967438,0.10247079180450358,0.16605803263879532,0.09724440416381774,0.5132013337916015
0.87426876659247,0.44864336727893067,0.944586793150328,0.8987784479184002,0.9839503705564175,0.9497586997248856,0.8485426955192945,0.9674870963118756,0.28595757211465805,0.8286143816539764,0.6084088688059197,0.3756136037795152,0.7949224389502896,0.4162276083846232,0.31570345829472235,0.4727612922466812,0.7029063797708818,0.2382740993170891,0.2598212614464249,0.8024370393985811
0.7721921178996207,0.8094069953483813,0.9398452111634359,0.9770895098504442,0.8902419040762004,0.9167836225726478,0.6594642043068026,0.8910805905100969,0.8933686174001068,0.7086346317019505,0.7307557321528928,0.8163409346488528,0.8385793787769029,0.8461544827858477,0.6717725584267064,0.7501329721988372,0.5005567046505198,0.9484476406976885,0.9454516491984897,0.959934747762162
0.013864646979535378,0.09953136712837274,0.03966346736951537,0.05626205658579819,0.2331599055680097,0.09033009920213148,0.003391826955088495,0.1099237678216658,0.04399880249614585,0.10721752388780892,0.034948061581234424,0.2580767797003504,0.8698576212538998,0.14994906739192848,0.23899096981434004,0.3751279294129922,0.01730869613299263,0.22056878226147392,0.013433018847607558,0.0037390746725436963
0.7463373541748418,0.612766658278871,0.5369069589474592,0.8047028790749806,0.8369350638710742,0.7894243952602082,0.5707978607355046,0.7088370177661181,0.27236980081370854,0.08264616458491914,0.4548980914222578,0.1006261964289894,0.3071664118532831,0.37396289757971457,0.5004063224528149,0.13606324908466022,0.230192078700717,0.26881760003156757,0.12205351876980741,0.053531521227761725
0.1820983583551955,0.07747545257183269,0.07525130134796615,0.13117773985484998,0.3506581947842945,0.2281267275786899,0.019298375098892095,0.24290697027469144,0.11924700514866038,0.07885192449978629,0.0349569780553336,0.04030608241480149,0.1542626961789086,0.16841865570569664,0.008257079997478767,0.3328622586083896,0.0029590770671071853,0.09184449278784523,0.022476215095847296,0.5542306144206656
0.5688649797806008,0.8198033735934779,0.526205130828962,0.8065316298574682,0.7309891735026066,0.541870828781909,0.9331753207050703,0.9258214165011773,0.05270326631699124,0.5097762702453137,0.45006336721740897,0.16949272745429067,0.37982693074775004,0.6302060404165768,0.2921469980920956,0.26681239405533763,0.6483341373050425,0.3381937955305211,0.7552501305253041,0.1983587401122619
0.29225248280316796,0.6019600146792526,0.2739390781479594,0.4665745371955374,0.36579033264189775,0.2834307473673263,0.3211979225820134,0.511767455956423,0.44416729041634223,0.10333412638814032,0.14597868657648716,0.20068514118368902,0.5094787135495631,0.48918662764775833,0.5794199666879924,0.7509609868780763,0.059554698976821974,0.02749954036515917,0.047532670913271624,0.01323398775339757
